#=====================================================
# File created:        Mon-24-Feb-2025-at-11-38-19AM
# Size of lattice:     50x50
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        15.885003
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2504.4418  0.2628 
   00001    0.7004   -3971.6949  0.2726 
   00002    0.6112   -4854.2276  0.2753 
   00003    0.5792   -5421.8863  0.2832 
   00004    0.5308   -5882.1434  0.2917 
   00005    0.5144   -6183.0183  0.2930 
   00006    0.5008   -6508.7692  0.3022 
   00007    0.5084   -6752.5801  0.3030 
   00008    0.4832   -6951.5750  0.3065 
   00009    0.4716   -7074.8959  0.3068 
   00010    0.4620   -7235.1738  0.3117 
   00011    0.4444   -7357.1363  0.3084 
   00012    0.4676   -7487.7702  0.3128 
   00013    0.4464   -7518.1678  0.3103 
   00014    0.4488   -7585.3686  0.3062 
   00015    0.4608   -7645.8750  0.3027 
   00016    0.4440   -7674.2125  0.2909 
   00017    0.4492   -7740.2574  0.2864 
   00018    0.4412   -7786.2715  0.2804 
   00019    0.4272   -7817.0686  0.2871 
   00020    0.4528   -7928.7439  0.2876 
   00021    0.4508   -7920.4052  0.2816 
   00022    0.4420   -7925.5460  0.2886 
   00023    0.4256   -7932.4493  0.2901 
   00024    0.4276   -7994.6815  0.2923 
   00025    0.4492   -8004.8653  0.2929 
   00026    0.4272   -7960.1713  0.3012 
   00027    0.4464   -8000.9879  0.2962 
   00028    0.4176   -8053.5917  0.2899 
   00029    0.4276   -8125.0687  0.2946 
   00030    0.4212   -8163.8257  0.2961 
   00031    0.4412   -8176.2100  0.2959 
   00032    0.4176   -8155.4567  0.3008 
   00033    0.4340   -8201.9841  0.2983 
   00034    0.4172   -8222.4455  0.2997 
   00035    0.4236   -8241.1160  0.2988 
   00036    0.4284   -8209.1616  0.2949 
   00037    0.4252   -8196.0741  0.2963 
   00038    0.4360   -8219.2523  0.2938 
   00039    0.4196   -8203.5171  0.2920 
   00040    0.4212   -8268.0853  0.2931 
   00041    0.4088   -8296.6898  0.2855 
   00042    0.3988   -8260.7658  0.2880 
   00043    0.4340   -8285.7557  0.2925 
   00044    0.4244   -8312.2726  0.2901 
   00045    0.4336   -8298.3865  0.2887 
   00046    0.4000   -8288.8557  0.2811 
   00047    0.4204   -8270.4599  0.2838 
   00048    0.4112   -8277.4657  0.2850 
   00049    0.4028   -8258.9625  0.2849 
   00050    0.4328   -8308.0238  0.2867 
   00051    0.4180   -8294.2879  0.2897 
   00052    0.4108   -8280.5254  0.2895 
   00053    0.4100   -8267.8754  0.2953 
   00054    0.4192   -8250.6386  0.2922 
   00055    0.4040   -8272.4785  0.2907 
   00056    0.4244   -8307.6298  0.2927 
   00057    0.4140   -8306.5803  0.2909 
   00058    0.4156   -8345.0665  0.2912 
   00059    0.4256   -8324.4536  0.2891 
   00060    0.4176   -8309.0832  0.2883 
   00061    0.4308   -8336.7050  0.2910 
   00062    0.4136   -8313.6555  0.2888 
   00063    0.4284   -8391.6706  0.2870 
   00064    0.4232   -8407.8899  0.2875 
   00065    0.4224   -8394.4518  0.2836 
   00066    0.4136   -8361.7189  0.2860 
   00067    0.4188   -8386.3075  0.2935 
   00068    0.4088   -8407.8077  0.2879 
   00069    0.4224   -8380.1430  0.2880 
   00070    0.4132   -8388.0353  0.2895 
   00071    0.4264   -8357.7942  0.2861 
   00072    0.4344   -8340.5769  0.2875 
   00073    0.4260   -8307.5730  0.2906 
   00074    0.4316   -8340.6030  0.2899 
   00075    0.4196   -8365.4831  0.2862 
   00076    0.4124   -8368.7919  0.2943 
   00077    0.4152   -8372.2517  0.2954 
   00078    0.4188   -8375.4182  0.2973 
   00079    0.4068   -8363.8887  0.2995 
   00080    0.4096   -8330.2158  0.3024 
   00081    0.3976   -8346.1666  0.3031 
   00082    0.4168   -8340.5553  0.2999 
   00083    0.4036   -8375.2065  0.2953 
   00084    0.4228   -8390.7926  0.2951 
   00085    0.4216   -8326.9332  0.2901 
   00086    0.4120   -8326.1272  0.2877 
   00087    0.3956   -8308.8120  0.2923 
   00088    0.4300   -8323.8723  0.2858 
   00089    0.4140   -8336.5106  0.2885 
   00090    0.4232   -8331.5435  0.2872 
   00091    0.4304   -8321.2525  0.2879 
   00092    0.4088   -8317.8004  0.2976 
   00093    0.4252   -8308.5707  0.3072 
   00094    0.4180   -8348.5189  0.3027 
   00095    0.4056   -8301.8054  0.3022 
   00096    0.4172   -8263.8675  0.3041 
   00097    0.4252   -8290.4495  0.3025 
   00098    0.4128   -8321.0319  0.2965 
   00099    0.4344   -8347.9739  0.2943 
   00100    0.4292   -8384.8824  0.2968 
   00101    0.4316   -8413.8574  0.3005 
   00102    0.4108   -8417.5944  0.2944 
   00103    0.4176   -8392.4903  0.2901 
   00104    0.4200   -8399.3793  0.2846 
   00105    0.4080   -8385.3699  0.2870 
   00106    0.4132   -8376.0544  0.2804 
   00107    0.4428   -8441.7420  0.2754 
   00108    0.3920   -8440.2617  0.2827 
   00109    0.4088   -8436.7694  0.2815 
   00110    0.4136   -8410.9866  0.2831 
   00111    0.4336   -8412.2615  0.2844 
   00112    0.4216   -8378.4796  0.2803 
   00113    0.4184   -8397.4529  0.2792 
   00114    0.4020   -8355.8613  0.2839 
   00115    0.4204   -8366.4943  0.2887 
   00116    0.4060   -8339.7927  0.2839 
   00117    0.4140   -8378.9342  0.2804 
   00118    0.4212   -8344.4505  0.2821 
   00119    0.4096   -8380.3879  0.2819 
   00120    0.4068   -8367.2970  0.2799 
   00121    0.4228   -8335.1789  0.2838 
   00122    0.4072   -8326.2437  0.2843 
   00123    0.4148   -8310.3455  0.2918 
   00124    0.4152   -8274.4371  0.2843 
   00125    0.4176   -8352.9789  0.2813 
   00126    0.4392   -8421.0421  0.2798 
   00127    0.4192   -8422.5687  0.2821 
   00128    0.3984   -8397.1299  0.2835 
   00129    0.4208   -8369.0353  0.2907 
   00130    0.4360   -8355.5277  0.2953 
   00131    0.4244   -8368.3437  0.3017 
   00132    0.4156   -8344.4670  0.2897 
   00133    0.4164   -8314.0745  0.2823 
   00134    0.4112   -8384.4512  0.2858 
   00135    0.4136   -8402.7064  0.2905 
   00136    0.4104   -8346.5749  0.2936 
   00137    0.4172   -8361.8377  0.2910 
   00138    0.4280   -8354.1724  0.2878 
   00139    0.4444   -8364.4594  0.2855 
   00140    0.4096   -8391.0333  0.2863 
   00141    0.4252   -8384.9981  0.2857 
   00142    0.4268   -8418.4984  0.2856 
   00143    0.4080   -8450.0624  0.2832 
   00144    0.3976   -8440.6832  0.2823 
   00145    0.4312   -8407.3454  0.2826 
   00146    0.4072   -8379.0232  0.2707 
   00147    0.4092   -8380.0204  0.2724 
   00148    0.4224   -8346.1622  0.2713 
   00149    0.4216   -8344.2397  0.2694 
   00150    0.4264   -8397.9321  0.2691 
   00151    0.4144   -8394.0990  0.2678 
   00152    0.4208   -8394.5634  0.2710 
   00153    0.4068   -8397.2145  0.2691 
   00154    0.4204   -8401.4621  0.2680 
   00155    0.4348   -8397.4415  0.2677 
   00156    0.4200   -8402.8952  0.2728 
   00157    0.4160   -8381.1970  0.2796 
   00158    0.4256   -8350.9691  0.2752 
   00159    0.4092   -8350.3262  0.2854 
   00160    0.4168   -8325.7742  0.2851 
   00161    0.4492   -8295.9985  0.2826 
   00162    0.4096   -8340.5565  0.2845 
   00163    0.4168   -8354.1120  0.2889 
   00164    0.4024   -8374.9031  0.2901 
   00165    0.4124   -8372.4454  0.2824 
   00166    0.4204   -8359.4458  0.2796 
   00167    0.4216   -8333.1453  0.2720 
   00168    0.4004   -8382.3421  0.2764 
   00169    0.4232   -8387.6953  0.2713 
   00170    0.4224   -8394.2784  0.2763 
   00171    0.4120   -8395.3332  0.2713 
   00172    0.4288   -8454.0107  0.2735 
   00173    0.4020   -8459.2842  0.2723 
   00174    0.4148   -8443.9555  0.2693 
   00175    0.4156   -8457.3225  0.2679 
   00176    0.4060   -8441.2695  0.2680 
   00177    0.4340   -8369.9134  0.2655 
   00178    0.4320   -8368.9897  0.2682 
   00179    0.4048   -8386.7235  0.2686 
   00180    0.4188   -8349.2412  0.2617 
   00181    0.4144   -8365.9736  0.2609 
   00182    0.4072   -8416.4914  0.2570 
   00183    0.4236   -8408.5477  0.2606 
   00184    0.4076   -8422.0132  0.2628 
   00185    0.4128   -8432.7576  0.2696 
