LebwohlLasher.py: Size: 50, Steps: 500, T*: 0.500: Order: 0.537, Time: 15.852029 s
         3667856 function calls (3651549 primitive calls) in 16.568 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
       54    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
      156    0.000    0.000    0.000    0.000 core.py:2018(__hash__)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
       47    0.000    0.000    0.000    0.000 rcsetup.py:382(validate_fontsize)
      105    0.000    0.000    0.000    0.000 _docstring.py:132(do_copy)
       11    0.000    0.000    0.000    0.000 version.py:504(_cmpkey)
       16    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        6    0.000    0.000    0.000    0.000 core.py:6097(<lambda>)
       32    0.000    0.000    0.000    0.000 getlimits.py:692(__init__)
      212    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       13    0.000    0.000    0.000    0.000 core.py:8739(_replace_return_type)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
       31    0.000    0.000    0.000    0.000 warnings.py:484(__enter__)
        1    0.000    0.000    0.000    0.000 transforms.py:2171(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        4    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
       59    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
        8    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
       68    0.000    0.000    0.000    0.000 inspect.py:2538(<lambda>)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        5    0.000    0.000    0.000    0.000 cbook.py:800(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 art3d.py:957(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 ExifTags.py:344(Interop)
       35    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
      334    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        3    0.000    0.000    0.000    0.000 core.py:1620(__xor__)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 patches.py:1396(FancyArrow)
      426    0.000    0.000    0.000    0.000 typing.py:2183(cast)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffAxes)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        6    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        3    0.000    0.000    0.000    0.000 core.py:1660(__invert__)
       98    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       10    0.000    0.000    0.000    0.000 enum.py:1398(_iter_member_by_def_)
        2    0.000    0.000    0.000    0.000 pathlib.py:1306(mkdir)
       12    0.000    0.000    0.000    0.000 __init__.py:265(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
       30    0.000    0.000    0.000    0.000 core.py:4410(<genexpr>)
       27    0.000    0.000    0.000    0.000 <frozen os>:791(encode)
        1    0.000    0.000    0.000    0.000 transforms.py:2103(IdentityTransform)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
      286    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(get_filename)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 pathlib.py:1059(_scandir)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
      286    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:990(create_module)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
      149    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        1    0.000    0.000    0.000    0.000 patches.py:724(Rectangle)
        1    0.000    0.000    0.000    0.000 backend_bases.py:677(GraphicsContextBase)
        7    0.000    0.000    0.000    0.000 core.py:3597(__init__)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:2383(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1302(MouseButton)
      334    0.000    0.000    0.000    0.000 enum.py:1281(name)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        2    0.000    0.000    0.000    0.000 __init__.py:189(caching_module_getattr)
        4    0.000    0.000    0.000    0.000 core.py:5838(__init__)
        3    0.000    0.000    0.000    0.000 core.py:5022(__init__)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
       34    0.000    0.000    0.000    0.000 enum.py:980(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 Image.py:165(Resampling)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2753(_Mode)
       12    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       25    0.000    0.000    0.000    0.000 helpers.py:252(<genexpr>)
       65    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:489(Quiver)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:2478(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        6    0.000    0.000    0.000    0.000 __init__.py:317(_logged_cached)
        1    0.000    0.000    0.000    0.000 inset.py:14(InsetIndicator)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        3    0.000    0.000    0.000    0.000 core.py:4192(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:2141(runtime_checkable)
        1    0.000    0.000    0.000    0.000 patches.py:1775(Annulus)
        1    0.000    0.000    0.000    0.000 core.py:2500(Keyword)
        1    0.000    0.000    0.000    0.000 core.py:3188(view)
        1    0.000    0.000    0.000    0.000 Image.py:156(Transform)
        1    0.000    0.000    0.000    0.000 patches.py:2286(_Style)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1018(StepPatch)
        4    0.000    0.000    0.000    0.000 inspect.py:3112(_hash_basis)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 patches.py:664(Shadow)
        4    0.000    0.000    0.000    0.000 deprecation.py:505(suppress_matplotlib_deprecation_warning)
       84    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1577(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:493(hugepage_setup)
       18    0.000    0.000    0.000    0.000 typing.py:2506(overload)
        3    0.000    0.000    0.000    0.000 __init__.py:719(_update_raw)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 numeric.py:2205(identity)
        1    0.000    0.000    0.000    0.000 patches.py:1595(Ellipse)
       12    0.000    0.000    0.000    0.000 core.py:278(wrapper)
       63    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       33    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        6    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1215(_Sparse_Matrix_coo)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _compiler.py:396(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 typing.py:2215(get_type_hints)
       24    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:184(Dither)
       84    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:460(__call__)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       49    0.000    0.000    0.000    0.000 core.py:2462(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:197(Quantize)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
       32    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
      174    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:116(Artist)
        1    0.000    0.000    0.000    0.000 core.py:5396(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:104(Disposal)
       13    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_color_or_auto)
       10    0.000    0.000    0.000    0.000 core.py:4710(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 core.py:3691(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        6    0.000    0.000    0.000    0.000 core.py:1180(__init__)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 tokenize.py:352(detect_encoding)
        1    0.000    0.000    0.000    0.000 platform.py:979(system)
       24    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
     16/4    0.000    0.000    0.000    0.000 ast.py:86(_convert)
        1    0.000    0.000    0.000    0.000 core.py:4720(IndentedBlock)
       30    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 core.py:3660(__init__)
       95    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 core.py:6754(__array_finalize__)
        4    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       62    0.000    0.000    0.000    0.000 patches.py:2372(_register_style)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 offsetbox.py:202(OffsetBox)
       50    0.000    0.000    0.000    0.000 cbook.py:1861(_str_lower_equal)
        6    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
      139    0.000    0.000    0.000    0.000 core.py:4060(<genexpr>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
      157    0.000    0.000    0.000    0.000 rcsetup.py:70(func)
        7    0.000    0.000    0.000    0.000 core.py:2600(_arraymethod)
        1    0.000    0.000    0.000    0.000 patches.py:941(RegularPolygon)
       12    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
      162    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       12    0.000    0.000    0.000    0.000 core.py:6054(<lambda>)
      103    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        2    0.000    0.000    0.000    0.000 core.py:3013(_update_from)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3555(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 image.py:233(_ImageBase)
       42    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
      161    0.000    0.000    0.000    0.000 core.py:1767(leave_whitespace)
       10    0.000    0.000    0.000    0.000 results.py:349(get)
        3    0.000    0.000    0.000    0.000 core.py:1750(suppress)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
