#=====================================================
# File created:        Mon-24-Feb-2025-at-12-39-58AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.675847
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2386.3250  0.2727 
   00001    0.6772   -3624.0058  0.2701 
   00002    0.6336   -4457.8025  0.2670 
   00003    0.5808   -5058.7913  0.2595 
   00004    0.5596   -5528.0995  0.2680 
   00005    0.5344   -5798.6402  0.2585 
   00006    0.5352   -6112.8319  0.2610 
   00007    0.5052   -6375.3931  0.2555 
   00008    0.4948   -6563.2390  0.2556 
   00009    0.4984   -6639.6206  0.2582 
   00010    0.4996   -6786.5407  0.2569 
   00011    0.4780   -6959.3240  0.2607 
   00012    0.4708   -7082.5364  0.2593 
   00013    0.4576   -7154.8983  0.2544 
   00014    0.4724   -7306.0597  0.2554 
   00015    0.4668   -7305.3376  0.2595 
   00016    0.4664   -7312.7020  0.2610 
   00017    0.4620   -7362.0467  0.2654 
   00018    0.4440   -7425.5324  0.2686 
   00019    0.4424   -7552.8604  0.2705 
   00020    0.4344   -7564.9569  0.2751 
   00021    0.4396   -7615.1340  0.2809 
   00022    0.4456   -7625.7486  0.2870 
   00023    0.4480   -7659.1478  0.2825 
   00024    0.4440   -7706.5994  0.2790 
   00025    0.4500   -7734.2803  0.2783 
   00026    0.4440   -7745.0397  0.2816 
   00027    0.4284   -7776.7342  0.2811 
   00028    0.4268   -7782.7300  0.2890 
   00029    0.4412   -7805.4990  0.2975 
   00030    0.4548   -7829.7228  0.3016 
   00031    0.4288   -7829.4931  0.2967 
   00032    0.4296   -7869.6596  0.2898 
   00033    0.4260   -7874.0987  0.2841 
   00034    0.4344   -7888.8013  0.2807 
   00035    0.4472   -7901.7062  0.2834 
   00036    0.4336   -7886.8190  0.2862 
   00037    0.4408   -7850.0062  0.2871 
   00038    0.4368   -7888.0268  0.2938 
   00039    0.4560   -7884.9429  0.2925 
   00040    0.4272   -7948.1834  0.3032 
   00041    0.4360   -7976.5372  0.3047 
   00042    0.4268   -7980.4771  0.3111 
   00043    0.4188   -7972.7681  0.3163 
   00044    0.4288   -7983.1001  0.3191 
   00045    0.4204   -7987.7810  0.3224 
   00046    0.4476   -8053.1602  0.3276 
   00047    0.4260   -8066.8986  0.3255 
   00048    0.4172   -8036.3020  0.3246 
   00049    0.4256   -8062.6649  0.3248 
   00050    0.4400   -8099.0166  0.3316 
