#=====================================================
# File created:        Mon-24-Feb-2025-at-11-18-35AM
# Size of lattice:     50x50
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        15.104964
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2359.6158  0.2565 
   00001    0.6964   -3674.4780  0.2619 
   00002    0.6240   -4544.7235  0.2744 
   00003    0.5776   -5191.7309  0.2921 
   00004    0.5608   -5690.8745  0.2962 
   00005    0.5340   -6107.3178  0.2994 
   00006    0.5000   -6373.9684  0.3001 
   00007    0.4944   -6606.5820  0.3043 
   00008    0.5048   -6827.9091  0.3015 
   00009    0.4868   -7013.7935  0.2997 
   00010    0.4688   -7141.4371  0.2992 
   00011    0.4612   -7288.3356  0.2991 
   00012    0.4628   -7386.6298  0.3042 
   00013    0.4692   -7446.6431  0.2969 
   00014    0.4440   -7566.0322  0.2927 
   00015    0.4568   -7666.2605  0.2877 
   00016    0.4740   -7644.9729  0.2870 
   00017    0.4548   -7673.8306  0.2957 
   00018    0.4428   -7743.4805  0.3006 
   00019    0.4496   -7805.4793  0.3122 
   00020    0.4544   -7831.6793  0.3140 
   00021    0.4388   -7885.2162  0.3183 
   00022    0.4392   -7878.6958  0.3131 
   00023    0.4504   -7904.1812  0.3223 
   00024    0.4264   -7935.0845  0.3197 
   00025    0.4288   -7916.0351  0.3069 
   00026    0.4296   -7973.3371  0.3055 
   00027    0.4256   -7977.3438  0.3072 
   00028    0.4424   -7983.5750  0.3125 
   00029    0.4376   -7991.1125  0.3116 
   00030    0.4144   -8028.1270  0.3102 
   00031    0.4284   -8029.5103  0.3099 
   00032    0.4272   -8091.6827  0.3118 
   00033    0.4212   -8083.6983  0.3124 
   00034    0.4352   -8074.0515  0.3130 
   00035    0.4328   -8107.5294  0.3128 
   00036    0.4068   -8226.3215  0.3080 
   00037    0.4300   -8204.2934  0.3024 
   00038    0.4316   -8193.4283  0.3058 
   00039    0.4280   -8178.1113  0.3050 
   00040    0.4128   -8222.5356  0.3136 
   00041    0.4000   -8214.7475  0.3108 
   00042    0.4456   -8179.7647  0.3118 
   00043    0.4188   -8183.6829  0.3083 
   00044    0.4220   -8187.1260  0.3052 
   00045    0.4276   -8193.3739  0.3000 
   00046    0.4160   -8191.5050  0.3002 
   00047    0.4240   -8184.2056  0.3013 
   00048    0.4292   -8200.9445  0.3041 
   00049    0.4364   -8255.6122  0.3007 
   00050    0.4252   -8227.2676  0.3022 
   00051    0.4360   -8203.6628  0.2949 
   00052    0.4220   -8236.3261  0.2949 
   00053    0.4208   -8238.0753  0.3002 
   00054    0.4260   -8266.5733  0.2951 
   00055    0.4128   -8299.9317  0.2895 
   00056    0.4332   -8262.6777  0.2981 
   00057    0.4184   -8266.4206  0.3008 
   00058    0.4188   -8231.4849  0.2995 
   00059    0.4188   -8288.8479  0.3005 
   00060    0.4304   -8318.8964  0.3039 
   00061    0.4204   -8268.6052  0.3052 
   00062    0.4116   -8328.7964  0.3068 
   00063    0.4352   -8298.5415  0.3003 
   00064    0.4144   -8302.7025  0.3032 
   00065    0.4248   -8327.9124  0.3044 
   00066    0.4188   -8388.4786  0.3092 
   00067    0.4076   -8386.7095  0.3159 
   00068    0.4296   -8399.8458  0.3080 
   00069    0.4320   -8343.8180  0.3032 
   00070    0.4120   -8301.2740  0.3044 
   00071    0.4336   -8265.2436  0.3081 
   00072    0.4216   -8264.2169  0.3094 
   00073    0.4228   -8321.2447  0.3041 
   00074    0.4124   -8250.8185  0.3026 
   00075    0.4100   -8297.1752  0.3055 
   00076    0.4176   -8248.5561  0.3024 
   00077    0.4280   -8282.7754  0.2977 
   00078    0.4100   -8311.1790  0.3010 
   00079    0.4136   -8306.5391  0.3062 
   00080    0.4200   -8308.0940  0.3075 
   00081    0.4020   -8321.5758  0.3007 
   00082    0.4100   -8324.3321  0.2988 
   00083    0.4212   -8277.0963  0.3058 
   00084    0.4272   -8296.1862  0.3066 
   00085    0.4252   -8308.5462  0.2986 
   00086    0.4168   -8317.0490  0.2951 
   00087    0.4144   -8335.1107  0.3005 
   00088    0.4108   -8317.7259  0.2977 
   00089    0.4124   -8360.7914  0.2988 
   00090    0.4172   -8342.3453  0.3026 
   00091    0.4284   -8305.7619  0.2983 
   00092    0.4056   -8325.0030  0.2994 
   00093    0.4312   -8329.3859  0.2945 
   00094    0.4328   -8322.4455  0.2930 
   00095    0.4192   -8316.5482  0.2903 
   00096    0.4052   -8302.7644  0.2955 
   00097    0.4200   -8308.0287  0.3003 
   00098    0.4176   -8312.2934  0.2970 
   00099    0.4228   -8327.3889  0.3013 
   00100    0.4224   -8303.2589  0.2999 
   00101    0.4164   -8328.6278  0.2990 
   00102    0.4132   -8318.4671  0.2982 
   00103    0.4268   -8319.6535  0.2996 
   00104    0.4228   -8279.1053  0.2990 
   00105    0.4156   -8301.6027  0.3026 
   00106    0.4228   -8311.3236  0.2999 
   00107    0.4188   -8313.4373  0.2995 
   00108    0.4056   -8318.7668  0.2973 
   00109    0.4112   -8298.6523  0.2920 
   00110    0.4404   -8305.9052  0.2961 
   00111    0.4120   -8311.0662  0.2930 
   00112    0.4260   -8295.9424  0.2958 
   00113    0.4060   -8340.4299  0.2911 
   00114    0.4168   -8359.2845  0.2906 
   00115    0.3896   -8306.2655  0.2950 
   00116    0.4252   -8295.9280  0.2943 
   00117    0.4240   -8348.2747  0.2931 
   00118    0.4284   -8353.9910  0.2965 
   00119    0.4268   -8347.3203  0.2938 
   00120    0.4260   -8362.7850  0.2889 
   00121    0.4184   -8315.4326  0.2876 
   00122    0.4060   -8350.6711  0.2840 
   00123    0.4320   -8355.6875  0.2780 
   00124    0.4320   -8385.3973  0.2796 
   00125    0.4120   -8404.0307  0.2796 
   00126    0.4124   -8388.8355  0.2755 
   00127    0.4208   -8383.9118  0.2755 
   00128    0.4288   -8406.9304  0.2812 
   00129    0.4076   -8408.6245  0.2823 
   00130    0.4196   -8352.4142  0.2837 
   00131    0.4048   -8329.8509  0.2907 
   00132    0.4308   -8411.9292  0.2886 
   00133    0.4020   -8368.4723  0.2847 
   00134    0.4172   -8351.9170  0.2840 
   00135    0.4200   -8363.3392  0.2881 
   00136    0.4124   -8381.1319  0.2899 
   00137    0.4112   -8391.4322  0.2905 
   00138    0.4204   -8372.6999  0.2981 
   00139    0.4008   -8358.1495  0.2911 
   00140    0.4028   -8382.5758  0.2909 
   00141    0.3976   -8374.8346  0.2921 
   00142    0.4112   -8380.6618  0.2888 
   00143    0.4280   -8361.5944  0.2949 
   00144    0.4144   -8376.6757  0.2922 
   00145    0.4276   -8381.2677  0.2916 
   00146    0.4320   -8379.4702  0.2956 
   00147    0.4160   -8345.5091  0.2901 
   00148    0.3984   -8361.2738  0.2930 
   00149    0.4328   -8369.8830  0.2939 
   00150    0.4196   -8397.7265  0.2906 
   00151    0.4060   -8350.3754  0.2916 
   00152    0.4204   -8411.0083  0.2876 
   00153    0.4160   -8342.0462  0.2819 
   00154    0.4252   -8352.5095  0.2782 
   00155    0.4008   -8386.4356  0.2859 
   00156    0.4376   -8327.0574  0.2827 
   00157    0.4076   -8350.7093  0.2800 
   00158    0.4180   -8371.2872  0.2809 
   00159    0.4124   -8387.2644  0.2802 
   00160    0.4144   -8442.6394  0.2746 
   00161    0.4200   -8446.4397  0.2673 
   00162    0.4148   -8444.9551  0.2659 
   00163    0.4184   -8456.5191  0.2609 
   00164    0.4016   -8396.2880  0.2642 
   00165    0.4160   -8390.1649  0.2733 
   00166    0.4284   -8393.7028  0.2740 
   00167    0.4188   -8397.7293  0.2693 
   00168    0.4280   -8366.5278  0.2620 
   00169    0.4196   -8300.8743  0.2658 
   00170    0.4184   -8334.9533  0.2619 
   00171    0.4120   -8338.2122  0.2671 
   00172    0.4204   -8385.3050  0.2643 
   00173    0.4124   -8371.9084  0.2626 
   00174    0.4276   -8435.8901  0.2603 
   00175    0.4048   -8413.4734  0.2572 
   00176    0.4252   -8415.5207  0.2577 
   00177    0.4068   -8412.9231  0.2623 
   00178    0.4228   -8338.0301  0.2638 
   00179    0.4168   -8383.2831  0.2590 
   00180    0.4068   -8392.5606  0.2613 
   00181    0.4116   -8368.1251  0.2635 
   00182    0.4140   -8443.1901  0.2673 
   00183    0.4160   -8472.6352  0.2694 
   00184    0.4184   -8421.1329  0.2714 
   00185    0.4204   -8385.0524  0.2706 
   00186    0.4296   -8367.6910  0.2703 
   00187    0.3988   -8411.1006  0.2725 
   00188    0.4328   -8396.8912  0.2713 
   00189    0.4112   -8349.9794  0.2669 
   00190    0.4256   -8378.6022  0.2666 
   00191    0.4356   -8413.7341  0.2665 
   00192    0.4284   -8402.8726  0.2664 
   00193    0.4208   -8475.8162  0.2664 
   00194    0.4088   -8486.4598  0.2675 
   00195    0.4156   -8403.1424  0.2728 
   00196    0.4104   -8366.5892  0.2738 
   00197    0.4112   -8419.2660  0.2714 
   00198    0.4024   -8408.0157  0.2678 
   00199    0.4024   -8426.6206  0.2748 
   00200    0.4036   -8425.9717  0.2720 
   00201    0.4232   -8424.7086  0.2774 
   00202    0.4084   -8438.4252  0.2698 
   00203    0.4204   -8464.3096  0.2645 
   00204    0.4152   -8468.2419  0.2601 
   00205    0.4248   -8384.2119  0.2521 
   00206    0.4152   -8369.0096  0.2572 
   00207    0.4020   -8322.4028  0.2565 
   00208    0.4200   -8354.8911  0.2624 
   00209    0.4280   -8390.3011  0.2583 
   00210    0.4228   -8389.0978  0.2579 
   00211    0.4052   -8393.0452  0.2597 
   00212    0.4260   -8402.2704  0.2597 
   00213    0.4052   -8425.7288  0.2671 
   00214    0.4064   -8401.4314  0.2752 
   00215    0.4168   -8442.6453  0.2715 
   00216    0.3996   -8469.1244  0.2691 
   00217    0.4236   -8456.9126  0.2730 
   00218    0.4092   -8455.8277  0.2755 
   00219    0.4104   -8491.3882  0.2754 
   00220    0.4116   -8482.0278  0.2736 
   00221    0.4088   -8395.0942  0.2849 
   00222    0.4104   -8401.0889  0.2942 
   00223    0.4212   -8410.0522  0.2850 
   00224    0.4208   -8416.0238  0.2832 
   00225    0.4024   -8418.4545  0.2819 
   00226    0.4080   -8403.7736  0.2819 
   00227    0.4128   -8416.0004  0.2847 
   00228    0.4152   -8390.4420  0.2868 
   00229    0.4196   -8390.3698  0.2864 
   00230    0.4108   -8387.5959  0.2940 
   00231    0.4092   -8455.1395  0.2890 
   00232    0.4164   -8451.3684  0.2900 
   00233    0.4176   -8403.7352  0.2905 
   00234    0.4068   -8416.5284  0.2940 
   00235    0.4040   -8424.8894  0.2984 
   00236    0.4128   -8376.2929  0.3008 
   00237    0.4292   -8398.4719  0.3000 
   00238    0.4140   -8397.5077  0.2952 
   00239    0.4112   -8408.0291  0.2982 
   00240    0.4200   -8379.6926  0.3061 
   00241    0.4104   -8357.4842  0.2998 
   00242    0.4248   -8373.7899  0.2920 
   00243    0.4160   -8421.0817  0.2919 
   00244    0.4296   -8427.1242  0.2908 
   00245    0.4180   -8404.2675  0.2893 
   00246    0.4260   -8374.1035  0.2934 
   00247    0.4136   -8419.3651  0.3022 
   00248    0.4184   -8420.6159  0.3056 
   00249    0.4000   -8398.0749  0.2983 
   00250    0.4108   -8377.7963  0.3022 
   00251    0.4176   -8323.2964  0.3033 
   00252    0.4120   -8349.3864  0.2982 
   00253    0.4184   -8384.0030  0.2967 
   00254    0.4160   -8356.0157  0.3035 
   00255    0.4148   -8388.5527  0.3004 
   00256    0.4244   -8422.3453  0.3073 
   00257    0.4192   -8387.8069  0.3073 
   00258    0.4384   -8416.0078  0.3076 
   00259    0.4044   -8448.8540  0.3012 
   00260    0.4188   -8410.7532  0.2986 
   00261    0.4292   -8396.8908  0.2961 
   00262    0.4072   -8384.8433  0.3012 
   00263    0.4048   -8386.7198  0.2973 
   00264    0.4156   -8379.8202  0.2909 
   00265    0.4228   -8399.1135  0.2938 
   00266    0.4212   -8397.3555  0.2911 
   00267    0.4176   -8386.7887  0.2936 
   00268    0.3940   -8405.9883  0.2896 
   00269    0.4112   -8459.5508  0.2874 
   00270    0.3848   -8436.5181  0.2836 
   00271    0.4112   -8435.6957  0.2898 
   00272    0.4196   -8411.2229  0.2894 
   00273    0.4324   -8419.4486  0.2894 
   00274    0.4368   -8415.9708  0.2867 
   00275    0.4228   -8447.4638  0.2916 
   00276    0.4052   -8424.7453  0.2913 
   00277    0.4152   -8451.1427  0.2904 
   00278    0.4180   -8476.4412  0.2924 
   00279    0.4172   -8496.0533  0.2874 
   00280    0.3968   -8513.1906  0.2917 
   00281    0.4208   -8500.0827  0.2858 
   00282    0.4156   -8542.9980  0.2797 
   00283    0.4180   -8536.4689  0.2809 
   00284    0.3920   -8518.4279  0.2818 
   00285    0.4128   -8514.4760  0.2851 
   00286    0.4044   -8510.3471  0.2833 
   00287    0.4080   -8488.8953  0.2864 
   00288    0.4132   -8474.3652  0.2906 
   00289    0.4120   -8516.0765  0.2905 
   00290    0.4024   -8519.6941  0.2916 
   00291    0.4016   -8504.1399  0.2919 
   00292    0.4088   -8459.0352  0.2928 
   00293    0.4180   -8466.5702  0.2911 
   00294    0.4116   -8457.3415  0.2872 
   00295    0.4312   -8466.5949  0.2918 
   00296    0.3968   -8451.4038  0.2945 
   00297    0.4016   -8469.6953  0.2956 
   00298    0.4048   -8400.5017  0.2954 
   00299    0.4032   -8442.3935  0.3040 
   00300    0.4196   -8449.9309  0.3049 
   00301    0.3944   -8451.6116  0.3069 
   00302    0.4084   -8459.7469  0.3128 
   00303    0.4084   -8455.7096  0.3103 
   00304    0.4312   -8462.9234  0.3135 
   00305    0.4100   -8456.5838  0.3115 
   00306    0.4164   -8469.0587  0.3185 
   00307    0.3996   -8477.8029  0.3243 
   00308    0.4128   -8477.1726  0.3222 
   00309    0.4180   -8481.4959  0.3168 
   00310    0.4152   -8422.4588  0.3051 
   00311    0.4032   -8394.7079  0.3034 
   00312    0.3944   -8384.8942  0.2978 
   00313    0.4216   -8376.4692  0.3030 
   00314    0.4172   -8391.3679  0.3011 
   00315    0.4384   -8380.2366  0.3010 
   00316    0.4136   -8408.2845  0.3050 
   00317    0.4184   -8360.5132  0.3036 
   00318    0.4300   -8421.6434  0.2997 
   00319    0.3948   -8411.1637  0.3023 
   00320    0.4196   -8409.5559  0.3043 
   00321    0.4248   -8392.1382  0.3002 
   00322    0.3968   -8416.3760  0.3028 
   00323    0.3996   -8413.7928  0.3056 
   00324    0.4108   -8453.7467  0.3077 
   00325    0.4068   -8423.9659  0.3093 
   00326    0.3992   -8369.1843  0.3115 
   00327    0.4028   -8389.9722  0.3139 
   00328    0.4208   -8416.0706  0.3164 
   00329    0.4056   -8438.0503  0.3197 
   00330    0.4240   -8454.4054  0.3271 
   00331    0.4096   -8383.3829  0.3247 
   00332    0.4136   -8387.7714  0.3285 
   00333    0.3996   -8441.8585  0.3335 
   00334    0.4284   -8424.6484  0.3311 
   00335    0.3976   -8445.9830  0.3331 
   00336    0.4200   -8445.6488  0.3317 
   00337    0.4076   -8437.2654  0.3294 
   00338    0.4256   -8409.4390  0.3288 
   00339    0.4132   -8368.1071  0.3250 
   00340    0.4080   -8385.6373  0.3293 
   00341    0.4208   -8350.5636  0.3209 
   00342    0.4072   -8399.4683  0.3209 
   00343    0.4132   -8426.7094  0.3308 
   00344    0.4212   -8400.9945  0.3292 
   00345    0.4092   -8398.0943  0.3303 
   00346    0.4156   -8401.4144  0.3289 
