#=====================================================
# File created:        Mon-24-Feb-2025-at-12-40-13AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.685073
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2583.2020  0.2628 
   00001    0.6912   -3793.5753  0.2657 
   00002    0.6324   -4520.5797  0.2694 
   00003    0.5716   -5010.1483  0.2694 
   00004    0.5464   -5478.6926  0.2802 
   00005    0.5364   -5849.2384  0.2768 
   00006    0.5348   -6061.0967  0.2798 
   00007    0.5224   -6319.7100  0.2811 
   00008    0.4784   -6498.5283  0.2782 
   00009    0.4856   -6590.2080  0.2756 
   00010    0.4956   -6708.7703  0.2768 
   00011    0.4824   -6822.4270  0.2729 
   00012    0.4924   -6924.1030  0.2733 
   00013    0.4844   -7060.5651  0.2772 
   00014    0.4760   -7186.5349  0.2798 
   00015    0.4596   -7239.8518  0.2840 
   00016    0.4436   -7304.8989  0.2919 
   00017    0.4520   -7350.3992  0.2984 
   00018    0.4548   -7398.9665  0.2979 
   00019    0.4480   -7425.9338  0.3034 
   00020    0.4736   -7543.4458  0.3125 
   00021    0.4440   -7607.9471  0.3134 
   00022    0.4388   -7609.7386  0.3187 
   00023    0.4256   -7650.1372  0.3133 
   00024    0.4420   -7690.0956  0.3150 
   00025    0.4328   -7739.1799  0.3158 
   00026    0.4424   -7776.4913  0.3163 
   00027    0.4596   -7792.5596  0.3176 
   00028    0.4384   -7802.7496  0.3222 
   00029    0.4420   -7816.6233  0.3247 
   00030    0.4264   -7913.6646  0.3242 
   00031    0.4072   -7934.2677  0.3213 
   00032    0.4412   -7882.7981  0.3229 
   00033    0.4256   -7935.1412  0.3212 
   00034    0.4268   -7938.0502  0.3279 
   00035    0.4248   -7962.6220  0.3277 
   00036    0.4212   -7984.0887  0.3290 
   00037    0.4268   -7926.4742  0.3261 
   00038    0.4372   -7972.5906  0.3196 
   00039    0.4376   -7942.5365  0.3145 
   00040    0.4432   -7959.8032  0.3070 
   00041    0.4488   -8035.0500  0.3091 
   00042    0.4236   -7998.8369  0.3141 
   00043    0.4240   -8023.8328  0.3172 
   00044    0.4216   -7964.4982  0.3169 
   00045    0.4288   -7980.4907  0.3224 
   00046    0.4136   -7956.3328  0.3226 
   00047    0.4404   -7953.3300  0.3327 
   00048    0.4388   -7975.6049  0.3421 
   00049    0.4268   -7956.4449  0.3381 
   00050    0.4268   -8003.2010  0.3375 
