#=====================================================
# File created:        Tue-25-Feb-2025-at-09-04-11PM
# Size of lattice:     20x20
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        0.343214
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -408.3462  0.1497 
   00001    0.6900    -642.4999  0.1160 
   00002    0.5875    -756.4594  0.1033 
   00003    0.5925    -842.0495  0.1522 
   00004    0.5225    -921.7783  0.1123 
   00005    0.5175    -940.8723  0.1634 
   00006    0.5275   -1004.9327  0.1059 
   00007    0.5350   -1066.0122  0.1439 
   00008    0.5000   -1091.9494  0.1271 
   00009    0.4800   -1094.4048  0.2064 
   00010    0.4725   -1104.3948  0.2172 
   00011    0.4925   -1178.0295  0.1856 
   00012    0.4450   -1195.9332  0.2419 
   00013    0.4350   -1210.6803  0.2137 
   00014    0.4550   -1240.5377  0.1793 
   00015    0.4325   -1243.6407  0.1122 
   00016    0.4025   -1258.9266  0.2018 
   00017    0.4425   -1270.8363  0.2085 
   00018    0.4225   -1266.5893  0.1377 
   00019    0.4700   -1245.8883  0.0643 
   00020    0.4600   -1248.1729  0.1741 
   00021    0.4525   -1258.6065  0.1441 
   00022    0.4250   -1262.3006  0.1171 
   00023    0.4500   -1264.2765  0.1606 
   00024    0.4350   -1259.6059  0.2003 
   00025    0.4600   -1267.7121  0.1585 
   00026    0.4300   -1281.1781  0.2027 
   00027    0.4400   -1304.5005  0.1700 
   00028    0.4425   -1303.9944  0.2334 
   00029    0.3800   -1306.6512  0.2077 
   00030    0.3900   -1295.3585  0.2002 
   00031    0.4275   -1293.0917  0.1734 
   00032    0.4400   -1314.1207  0.2342 
   00033    0.4325   -1309.7055  0.2157 
   00034    0.4400   -1306.9080  0.1490 
   00035    0.4325   -1281.6515  0.2443 
   00036    0.4575   -1298.3989  0.1962 
   00037    0.4350   -1312.4812  0.1566 
   00038    0.3900   -1320.8246  0.2145 
   00039    0.3875   -1318.5087  0.2663 
   00040    0.4750   -1330.7765  0.1334 
   00041    0.4400   -1314.3510  0.1868 
   00042    0.4375   -1308.4950  0.1292 
   00043    0.4350   -1321.1174  0.2536 
   00044    0.4025   -1325.4685  0.2541 
   00045    0.4000   -1345.0960  0.1780 
   00046    0.4175   -1312.1439  0.2467 
   00047    0.4350   -1330.9916  0.2915 
   00048    0.3975   -1341.4515  0.2440 
   00049    0.3925   -1332.5576  0.2474 
   00050    0.3975   -1329.1047  0.1675 
   00051    0.4225   -1316.4134  0.1650 
   00052    0.4450   -1325.7254  0.2343 
   00053    0.4300   -1318.4872  0.2116 
   00054    0.3600   -1327.7503  0.2262 
   00055    0.4100   -1327.6113  0.1481 
   00056    0.3975   -1353.3807  0.1356 
   00057    0.4225   -1343.0104  0.2601 
   00058    0.3925   -1310.6285  0.1626 
   00059    0.4400   -1313.5905  0.1381 
   00060    0.4250   -1327.1026  0.1820 
