#=====================================================
# File created:        Mon-24-Feb-2025-at-11-32-43AM
# Size of lattice:     50x50
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        17.164801
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2437.8656  0.2638 
   00001    0.7040   -3811.4348  0.2879 
   00002    0.6396   -4662.6865  0.2983 
   00003    0.5876   -5254.9281  0.2941 
   00004    0.5480   -5706.8028  0.3033 
   00005    0.5408   -6051.9914  0.3010 
   00006    0.5160   -6314.3624  0.3098 
   00007    0.5160   -6631.9196  0.3109 
   00008    0.4844   -6846.4123  0.3114 
   00009    0.4752   -6975.7867  0.3165 
   00010    0.4684   -7132.9537  0.3173 
   00011    0.4628   -7154.0899  0.3171 
   00012    0.4636   -7264.6297  0.3272 
   00013    0.4460   -7379.1456  0.3283 
   00014    0.4612   -7448.0539  0.3258 
   00015    0.4520   -7536.5513  0.3344 
   00016    0.4408   -7585.6930  0.3397 
   00017    0.4592   -7669.0741  0.3468 
   00018    0.4400   -7729.7280  0.3537 
   00019    0.4388   -7753.4736  0.3606 
   00020    0.4356   -7801.3217  0.3647 
   00021    0.4292   -7822.9631  0.3705 
   00022    0.4292   -7864.2553  0.3695 
   00023    0.4392   -7915.4755  0.3772 
   00024    0.4360   -7927.5937  0.3785 
   00025    0.4436   -7933.8572  0.3781 
   00026    0.4380   -7987.6588  0.3751 
   00027    0.4300   -7967.0985  0.3690 
   00028    0.4256   -7965.9895  0.3621 
   00029    0.4372   -7982.1959  0.3616 
   00030    0.4240   -8023.7037  0.3654 
   00031    0.4316   -7998.5246  0.3713 
   00032    0.4292   -8028.4011  0.3767 
   00033    0.4360   -8075.1273  0.3798 
   00034    0.4244   -8061.3810  0.3838 
   00035    0.4212   -8108.3498  0.3866 
   00036    0.4272   -8109.0844  0.3894 
   00037    0.4276   -8101.1258  0.3962 
   00038    0.4340   -8119.9990  0.3977 
   00039    0.4308   -8155.8359  0.3939 
   00040    0.4212   -8172.1949  0.3943 
   00041    0.4248   -8210.9426  0.4042 
   00042    0.4404   -8224.2239  0.4017 
   00043    0.4232   -8184.5235  0.4011 
   00044    0.4276   -8227.6158  0.4007 
   00045    0.4076   -8244.1291  0.4035 
   00046    0.4200   -8186.5000  0.4010 
   00047    0.4184   -8182.4521  0.4042 
   00048    0.4152   -8217.6988  0.4108 
   00049    0.4240   -8158.1954  0.4119 
   00050    0.4324   -8163.2348  0.4210 
   00051    0.4248   -8154.1098  0.4341 
   00052    0.4112   -8190.0014  0.4393 
   00053    0.4324   -8167.5600  0.4370 
   00054    0.4312   -8213.6753  0.4345 
   00055    0.4260   -8215.5019  0.4405 
   00056    0.4184   -8240.0158  0.4385 
   00057    0.4224   -8245.8695  0.4342 
   00058    0.4124   -8257.6427  0.4247 
   00059    0.4288   -8250.5694  0.4248 
   00060    0.3992   -8257.3117  0.4291 
   00061    0.4144   -8276.2929  0.4275 
   00062    0.4096   -8263.0274  0.4334 
   00063    0.4176   -8246.6248  0.4246 
   00064    0.4416   -8277.8214  0.4250 
   00065    0.4332   -8315.1638  0.4263 
   00066    0.4124   -8268.1209  0.4235 
   00067    0.4420   -8297.0904  0.4268 
   00068    0.4228   -8300.0410  0.4388 
   00069    0.4212   -8307.8115  0.4483 
   00070    0.4140   -8370.6520  0.4528 
   00071    0.4048   -8388.6974  0.4612 
   00072    0.4224   -8335.2032  0.4608 
   00073    0.4068   -8305.4326  0.4578 
   00074    0.4124   -8346.7448  0.4550 
   00075    0.4032   -8391.9563  0.4641 
   00076    0.4280   -8324.8103  0.4612 
   00077    0.4252   -8310.2338  0.4610 
   00078    0.4208   -8329.7497  0.4579 
   00079    0.4188   -8336.2246  0.4596 
   00080    0.4056   -8296.5209  0.4600 
   00081    0.4264   -8288.4560  0.4560 
   00082    0.3948   -8295.0622  0.4618 
   00083    0.4164   -8310.2487  0.4615 
   00084    0.4340   -8338.3586  0.4683 
   00085    0.4072   -8311.0217  0.4745 
   00086    0.4188   -8285.4957  0.4766 
   00087    0.4380   -8297.6161  0.4870 
   00088    0.4324   -8297.9539  0.4856 
   00089    0.4188   -8304.8013  0.4812 
   00090    0.4276   -8359.9081  0.4789 
   00091    0.4040   -8355.1262  0.4754 
   00092    0.4156   -8339.6427  0.4743 
