#=====================================================
# File created:        Wed-26-Feb-2025-at-04-18-50AM
# Size of lattice:     80x80
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        3.237242
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -6381.2056  0.2560 
   00001    0.6886   -9940.5659  0.2640 
   00002    0.6186  -12184.8050  0.2744 
   00003    0.5823  -13710.8531  0.2823 
   00004    0.5444  -14827.2601  0.2820 
   00005    0.5248  -15682.3695  0.2844 
   00006    0.5142  -16394.6696  0.2910 
   00007    0.4877  -16872.2474  0.2979 
   00008    0.4952  -17370.2654  0.2988 
   00009    0.4798  -17748.7555  0.3032 
   00010    0.4823  -18031.5688  0.3008 
   00011    0.4788  -18474.4399  0.3031 
   00012    0.4655  -18743.2470  0.3093 
   00013    0.4661  -18957.5864  0.3089 
   00014    0.4525  -19074.8133  0.3125 
   00015    0.4489  -19139.3067  0.3087 
   00016    0.4548  -19282.3055  0.3096 
   00017    0.4498  -19435.8839  0.3066 
   00018    0.4548  -19575.9125  0.3097 
   00019    0.4409  -19644.4277  0.3071 
   00020    0.4431  -19808.2367  0.3096 
   00021    0.4380  -19910.9619  0.3154 
   00022    0.4377  -19986.9612  0.3159 
   00023    0.4402  -20053.2464  0.3185 
   00024    0.4456  -20074.3020  0.3227 
   00025    0.4259  -20155.0405  0.3214 
   00026    0.4336  -20196.8842  0.3217 
   00027    0.4456  -20206.7126  0.3235 
   00028    0.4333  -20312.8500  0.3210 
   00029    0.4275  -20310.9438  0.3169 
   00030    0.4334  -20344.3291  0.3199 
   00031    0.4323  -20424.1226  0.3168 
   00032    0.4427  -20500.4848  0.3163 
   00033    0.4305  -20486.5313  0.3176 
   00034    0.4202  -20533.0358  0.3133 
   00035    0.4311  -20511.5107  0.3140 
   00036    0.4350  -20565.0190  0.3172 
   00037    0.4250  -20603.7656  0.3179 
   00038    0.4245  -20595.8433  0.3187 
   00039    0.4305  -20645.9828  0.3211 
   00040    0.4298  -20647.3384  0.3238 
   00041    0.4291  -20691.6872  0.3275 
   00042    0.4286  -20800.5048  0.3286 
   00043    0.4298  -20799.8403  0.3243 
   00044    0.4317  -20851.9075  0.3259 
   00045    0.4245  -20778.7423  0.3229 
   00046    0.4264  -20694.5462  0.3320 
   00047    0.4281  -20796.8741  0.3319 
   00048    0.4353  -20809.3363  0.3310 
   00049    0.4206  -20780.4183  0.3328 
   00050    0.4250  -20789.4336  0.3298 
   00051    0.4273  -20837.6276  0.3314 
   00052    0.4188  -20868.2335  0.3328 
   00053    0.4350  -20831.1944  0.3309 
   00054    0.4295  -20858.2223  0.3270 
   00055    0.4234  -20803.4748  0.3291 
   00056    0.4286  -20915.2284  0.3351 
   00057    0.4117  -20965.6188  0.3321 
   00058    0.4195  -20989.2100  0.3315 
