#=====================================================
# File created:        Mon-24-Feb-2025-at-12-25-41AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.576744
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2357.3341  0.2669 
   00001    0.6752   -3620.9210  0.2796 
   00002    0.6144   -4399.8797  0.2879 
   00003    0.5996   -4981.2863  0.2847 
   00004    0.5668   -5428.1072  0.2848 
   00005    0.5500   -5872.7653  0.2809 
   00006    0.5316   -6145.4868  0.2847 
   00007    0.5148   -6388.6492  0.2889 
   00008    0.4904   -6598.3543  0.2915 
   00009    0.4832   -6800.2794  0.2919 
   00010    0.4660   -6898.9458  0.2910 
   00011    0.4760   -7024.8606  0.2905 
   00012    0.4648   -7105.0342  0.2962 
   00013    0.4676   -7163.1280  0.3039 
   00014    0.4692   -7208.7284  0.2958 
   00015    0.4604   -7338.1394  0.2996 
   00016    0.4656   -7460.4965  0.3009 
   00017    0.4356   -7513.7810  0.3065 
   00018    0.4608   -7511.3494  0.3039 
   00019    0.4500   -7593.4572  0.3087 
   00020    0.4476   -7602.7456  0.3071 
   00021    0.4552   -7683.9472  0.3148 
   00022    0.4484   -7705.1902  0.3176 
   00023    0.4480   -7730.5923  0.3177 
   00024    0.4420   -7726.5091  0.3196 
   00025    0.4536   -7777.7998  0.3307 
   00026    0.4500   -7803.5550  0.3320 
   00027    0.4320   -7863.1988  0.3404 
   00028    0.4268   -7857.6760  0.3392 
   00029    0.4316   -7938.7483  0.3402 
   00030    0.4468   -7946.6413  0.3437 
   00031    0.4384   -7902.8792  0.3519 
   00032    0.4216   -7972.5999  0.3496 
   00033    0.4332   -8005.9157  0.3533 
   00034    0.4392   -7991.7835  0.3579 
   00035    0.4376   -7998.7151  0.3624 
   00036    0.4156   -8027.5442  0.3593 
   00037    0.4256   -8079.1786  0.3560 
   00038    0.4268   -8080.6382  0.3532 
   00039    0.4220   -8077.0553  0.3478 
   00040    0.4308   -8059.8911  0.3424 
   00041    0.4284   -8076.6292  0.3407 
   00042    0.4364   -8058.5509  0.3411 
   00043    0.4356   -8081.1062  0.3338 
   00044    0.4440   -8094.7261  0.3353 
   00045    0.4264   -8160.6979  0.3360 
   00046    0.4180   -8170.0220  0.3331 
   00047    0.4040   -8153.9443  0.3377 
   00048    0.4296   -8142.0795  0.3331 
   00049    0.4288   -8135.8227  0.3341 
   00050    0.4248   -8166.4488  0.3353 
