#=====================================================
# File created:        Mon-24-Feb-2025-at-12-39-18AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.936872
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2507.4058  0.2631 
   00001    0.7016   -3654.5209  0.2788 
   00002    0.6180   -4393.1035  0.2853 
   00003    0.5724   -4965.3457  0.2978 
   00004    0.5636   -5441.6522  0.2942 
   00005    0.5532   -5818.0372  0.3027 
   00006    0.5352   -6099.5543  0.3069 
   00007    0.5060   -6341.6866  0.3085 
   00008    0.4864   -6554.8354  0.3158 
   00009    0.4656   -6674.1273  0.3202 
   00010    0.4724   -6831.6200  0.3222 
   00011    0.4808   -6969.1503  0.3323 
   00012    0.4668   -7013.2467  0.3357 
   00013    0.4636   -7078.3717  0.3311 
   00014    0.4696   -7207.5359  0.3377 
   00015    0.4668   -7281.7295  0.3371 
   00016    0.4616   -7337.9850  0.3341 
   00017    0.4524   -7401.3015  0.3400 
   00018    0.4504   -7403.6661  0.3392 
   00019    0.4540   -7448.4143  0.3432 
   00020    0.4396   -7519.9023  0.3484 
   00021    0.4436   -7619.7188  0.3490 
   00022    0.4316   -7663.2739  0.3523 
   00023    0.4364   -7643.8759  0.3417 
   00024    0.4504   -7683.1465  0.3430 
   00025    0.4372   -7736.8701  0.3433 
   00026    0.4616   -7745.4347  0.3423 
   00027    0.4336   -7749.5593  0.3487 
   00028    0.4504   -7748.7872  0.3479 
   00029    0.4588   -7799.7830  0.3528 
   00030    0.4476   -7792.8943  0.3559 
   00031    0.4460   -7777.9434  0.3587 
   00032    0.4488   -7809.0002  0.3587 
   00033    0.4224   -7778.3614  0.3699 
   00034    0.4308   -7795.6806  0.3793 
   00035    0.4540   -7819.9855  0.3705 
   00036    0.4356   -7849.3702  0.3754 
   00037    0.4332   -7884.7128  0.3705 
   00038    0.4332   -7874.3935  0.3657 
   00039    0.4364   -7935.9904  0.3707 
   00040    0.4460   -7940.3699  0.3683 
   00041    0.4456   -7949.1095  0.3745 
   00042    0.4308   -7925.9924  0.3740 
   00043    0.4368   -7953.1982  0.3794 
   00044    0.4228   -7925.9394  0.3823 
   00045    0.4424   -7934.3897  0.3820 
   00046    0.4288   -7934.8479  0.3839 
   00047    0.4300   -8000.5785  0.3831 
   00048    0.4476   -7980.0743  0.3920 
   00049    0.4224   -8000.7230  0.3885 
   00050    0.4292   -7970.2851  0.3788 
