#=====================================================
# File created:        Mon-24-Feb-2025-at-12-37-48AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.524368
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2483.0856  0.2567 
   00001    0.6808   -3826.9252  0.2592 
   00002    0.6032   -4508.4849  0.2514 
   00003    0.5840   -5048.2191  0.2561 
   00004    0.5616   -5532.2580  0.2634 
   00005    0.5412   -5821.9038  0.2605 
   00006    0.5376   -6076.7018  0.2622 
   00007    0.5196   -6294.0164  0.2600 
   00008    0.4832   -6533.0251  0.2647 
   00009    0.4732   -6733.4349  0.2679 
   00010    0.4680   -6917.5894  0.2743 
   00011    0.4684   -6987.0134  0.2718 
   00012    0.4696   -7105.6392  0.2749 
   00013    0.4688   -7245.8196  0.2747 
   00014    0.4476   -7326.7502  0.2656 
   00015    0.4696   -7427.0061  0.2624 
   00016    0.4520   -7519.5671  0.2610 
   00017    0.4632   -7543.1060  0.2618 
   00018    0.4404   -7607.4120  0.2615 
   00019    0.4420   -7665.6352  0.2617 
   00020    0.4352   -7708.9157  0.2604 
   00021    0.4464   -7770.1927  0.2556 
   00022    0.4512   -7776.6810  0.2570 
   00023    0.4304   -7779.5519  0.2572 
   00024    0.4380   -7863.4828  0.2569 
   00025    0.4416   -7856.8944  0.2647 
   00026    0.4276   -7876.5987  0.2624 
   00027    0.4380   -7859.1443  0.2590 
   00028    0.4456   -7910.8186  0.2655 
   00029    0.4328   -7949.3014  0.2668 
   00030    0.4128   -7938.4430  0.2670 
   00031    0.4156   -7973.2427  0.2596 
   00032    0.4320   -7960.8383  0.2573 
   00033    0.4240   -7938.7971  0.2549 
   00034    0.4220   -7997.3076  0.2546 
   00035    0.4268   -8009.0107  0.2640 
   00036    0.4228   -8035.5391  0.2638 
   00037    0.4300   -8006.3775  0.2567 
   00038    0.4288   -8046.8389  0.2578 
   00039    0.4076   -8009.7228  0.2577 
   00040    0.4368   -8056.2294  0.2628 
   00041    0.4236   -8079.4719  0.2618 
   00042    0.4280   -8095.8056  0.2612 
   00043    0.4368   -8058.4703  0.2615 
   00044    0.4428   -8086.0802  0.2686 
   00045    0.4200   -8086.1724  0.2707 
   00046    0.4232   -8056.8195  0.2720 
   00047    0.4040   -8057.7875  0.2801 
   00048    0.4276   -8099.9611  0.2801 
   00049    0.4264   -8152.4155  0.2816 
   00050    0.4392   -8154.2905  0.2851 
