#=====================================================
# File created:        Wed-26-Feb-2025-at-03-42-46AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.749315
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2606.9337  0.2691 
   00001    0.6988   -4265.6080  0.2749 
   00002    0.5852   -5013.7040  0.2904 
   00003    0.5284   -5590.2189  0.3110 
   00004    0.5028   -5981.8606  0.3389 
   00005    0.4964   -6336.3601  0.3459 
   00006    0.4484   -6593.5818  0.3599 
   00007    0.4624   -6785.4571  0.3662 
   00008    0.4248   -6944.6951  0.3702 
   00009    0.4312   -7033.2582  0.3704 
   00010    0.4420   -7160.0950  0.3750 
   00011    0.4316   -7243.3039  0.3685 
   00012    0.4184   -7319.7495  0.3655 
   00013    0.4156   -7399.3897  0.3690 
   00014    0.4284   -7478.6050  0.3731 
   00015    0.4056   -7546.2525  0.3803 
   00016    0.4276   -7588.8244  0.3778 
   00017    0.4104   -7633.6647  0.3770 
   00018    0.4104   -7671.5819  0.3815 
   00019    0.4120   -7717.1365  0.3923 
   00020    0.4052   -7768.1168  0.4013 
   00021    0.4012   -7811.5238  0.4081 
   00022    0.4028   -7879.7239  0.4031 
   00023    0.3872   -7925.2054  0.4032 
   00024    0.3972   -7955.5101  0.4047 
   00025    0.4044   -7963.0643  0.4100 
   00026    0.4036   -7939.9008  0.4104 
   00027    0.3904   -7944.1545  0.4162 
   00028    0.3976   -7994.6185  0.4223 
   00029    0.4024   -8038.2004  0.4278 
   00030    0.4000   -8055.6793  0.4279 
   00031    0.3968   -8054.8715  0.4218 
   00032    0.3916   -8035.8574  0.4291 
   00033    0.3976   -8050.3258  0.4288 
   00034    0.3972   -8049.7135  0.4444 
   00035    0.3884   -8102.1452  0.4458 
   00036    0.3808   -8077.4459  0.4552 
   00037    0.3924   -8090.2322  0.4619 
   00038    0.3964   -8025.6367  0.4645 
   00039    0.3920   -8036.9722  0.4741 
   00040    0.3884   -8073.6262  0.4751 
   00041    0.3888   -8105.0659  0.4717 
   00042    0.3856   -8080.1835  0.4746 
   00043    0.3956   -8096.4615  0.4767 
   00044    0.3788   -8121.5833  0.4838 
   00045    0.3860   -8168.8882  0.4844 
   00046    0.3736   -8108.2660  0.4801 
   00047    0.3792   -8130.0113  0.4850 
   00048    0.4044   -8125.1709  0.4856 
   00049    0.3848   -8171.4877  0.4912 
   00050    0.3900   -8168.9173  0.5027 
