#=====================================================
# File created:        Wed-26-Feb-2025-at-03-33-25AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.810395
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2513.1343  0.2701 
   00001       nan   -3068.9581  0.2619 
   00002       nan   -3455.6321  0.2627 
   00003       nan   -3643.3512  0.2620 
   00004       nan   -3783.8081  0.2584 
   00005       nan   -3870.8378  0.2592 
   00006       nan   -3930.7000  0.2622 
   00007       nan   -3992.9835  0.2642 
   00008       nan   -4054.9427  0.2725 
   00009       nan   -4119.9427  0.2740 
   00010       nan   -4166.7061  0.2758 
   00011       nan   -4157.0163  0.2788 
   00012       nan   -4203.3925  0.2802 
   00013       nan   -4250.6342  0.2818 
   00014       nan   -4290.5046  0.2838 
   00015       nan   -4297.2587  0.2838 
   00016       nan   -4309.7076  0.2876 
   00017       nan   -4312.6525  0.2952 
   00018       nan   -4300.9895  0.2909 
   00019       nan   -4345.8185  0.2946 
   00020       nan   -4361.3185  0.2910 
   00021       nan   -4358.0375  0.2882 
   00022       nan   -4366.9186  0.2879 
   00023       nan   -4397.2487  0.2832 
   00024       nan   -4401.0462  0.2804 
   00025       nan   -4429.1745  0.2786 
   00026       nan   -4421.7228  0.2765 
   00027       nan   -4428.5503  0.2758 
   00028       nan   -4456.6783  0.2720 
   00029       nan   -4462.4577  0.2735 
   00030       nan   -4447.4935  0.2744 
   00031       nan   -4462.7696  0.2743 
   00032       nan   -4465.1940  0.2721 
   00033       nan   -4455.8948  0.2669 
   00034       nan   -4459.9465  0.2711 
   00035       nan   -4495.1865  0.2708 
   00036       nan   -4479.4346  0.2677 
   00037       nan   -4482.8533  0.2670 
   00038       nan   -4498.5769  0.2675 
   00039       nan   -4492.2979  0.2694 
   00040       nan   -4498.0135  0.2748 
   00041       nan   -4487.6280  0.2743 
   00042       nan   -4473.0497  0.2703 
   00043       nan   -4496.5478  0.2728 
   00044       nan   -4490.4072  0.2711 
   00045       nan   -4519.2867  0.2711 
   00046       nan   -4512.1511  0.2667 
   00047       nan   -4528.6583  0.2662 
   00048       nan   -4546.0230  0.2687 
   00049       nan   -4527.9919  0.2713 
   00050       nan   -4495.9446  0.2697 
