#=====================================================
# File created:        Mon-24-Feb-2025-at-12-32-49AM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        2.486988
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2460.9467  0.2669 
   00001    0.6668   -3669.1062  0.2754 
   00002    0.6188   -4461.0440  0.2827 
   00003    0.5736   -4999.4618  0.2907 
   00004    0.5676   -5436.2176  0.2873 
   00005    0.5452   -5731.5699  0.2911 
   00006    0.5176   -6055.3308  0.3010 
   00007    0.5252   -6259.0090  0.3056 
   00008    0.5120   -6469.3647  0.3139 
   00009    0.4988   -6633.7874  0.3184 
   00010    0.4928   -6846.8176  0.3262 
   00011    0.4844   -6983.4500  0.3279 
   00012    0.4660   -7106.1201  0.3328 
   00013    0.4624   -7203.6505  0.3429 
   00014    0.4444   -7258.6415  0.3440 
   00015    0.4464   -7284.2746  0.3438 
   00016    0.4708   -7366.0074  0.3552 
   00017    0.4548   -7422.5768  0.3602 
   00018    0.4572   -7425.2948  0.3673 
   00019    0.4568   -7486.1194  0.3716 
   00020    0.4644   -7589.5784  0.3763 
   00021    0.4392   -7661.4407  0.3770 
   00022    0.4428   -7645.7732  0.3756 
   00023    0.4304   -7700.5243  0.3817 
   00024    0.4472   -7731.5309  0.3798 
   00025    0.4328   -7777.3717  0.3914 
   00026    0.4468   -7746.9711  0.3854 
   00027    0.4352   -7801.6824  0.3833 
   00028    0.4612   -7852.9027  0.3857 
   00029    0.4572   -7911.7846  0.3904 
   00030    0.4308   -7938.1565  0.3900 
   00031    0.4324   -7972.2267  0.3899 
   00032    0.4276   -7993.5538  0.3941 
   00033    0.4408   -7974.1423  0.3971 
   00034    0.4332   -8001.7406  0.3909 
   00035    0.4456   -7984.2593  0.3888 
   00036    0.4400   -8046.8937  0.3918 
   00037    0.4212   -8060.6301  0.3871 
   00038    0.4340   -8013.4271  0.3789 
   00039    0.4252   -8027.2320  0.3757 
   00040    0.4404   -8047.9157  0.3740 
   00041    0.4240   -8022.2834  0.3769 
   00042    0.4452   -8112.0955  0.3759 
   00043    0.4080   -8113.6434  0.3808 
   00044    0.4328   -8112.9104  0.3768 
   00045    0.4264   -8148.1602  0.3796 
   00046    0.4084   -8149.2162  0.3829 
   00047    0.4328   -8148.9534  0.3855 
   00048    0.4360   -8129.4341  0.3864 
   00049    0.4240   -8121.8634  0.3916 
   00050    0.4124   -8114.2272  0.3932 
